NodeID,DegreeBefore,DegreeAfter,DegreeChange,NodeType
189,13,214,201,Real
190,10,211,201,Real
191,9,210,201,Real
192,11,212,201,Real
193,11,212,201,Real
194,25,225,200,Real
195,15,213,198,Real
196,19,220,201,Real
197,22,223,201,Real
198,18,219,201,Real
199,53,251,198,Target
200,63,259,196,Real
201,10,211,201,Real
202,10,211,201,Real
203,63,262,199,Real
204,28,229,201,Real
205,8,209,201,Real
206,10,211,201,Real
207,9,210,201,Real
208,13,214,201,Real
209,7,208,201,Real
210,7,208,201,Real
211,36,235,199,Real
212,24,223,199,Real
213,45,245,200,Real
214,23,4038,4015,Fake
215,7,208,201,Real
216,8,209,201,Real
217,14,215,201,Real
218,15,4038,4023,Fake
219,12,4038,4026,Fake
220,10,211,201,Real
221,14,215,201,Real
222,17,218,201,Real
223,33,232,199,Real
224,34,4038,4004,Fake
225,16,216,200,Real
226,20,221,201,Real
227,21,221,200,Real
228,9,210,201,Real
229,12,213,201,Real
230,15,215,200,Real
231,27,227,200,Real
232,31,229,198,Real
233,8,4038,4030,Fake
234,8,209,201,Real
235,11,212,201,Real
236,43,240,197,Target
237,13,214,201,Real
238,29,230,201,Real
239,65,263,198,Real
240,9,210,201,Real
241,8,209,201,Real
242,30,231,201,Real
243,14,215,201,Real
244,8,209,201,Real
245,11,4038,4027,Fake
246,20,220,200,Real
247,9,210,201,Real
248,27,227,200,Real
249,30,231,201,Real
250,11,212,201,Real
251,20,221,201,Real
252,71,269,198,Real
253,9,209,200,Real
254,23,224,201,Real
255,8,209,201,Real
256,8,208,200,Real
257,24,224,200,Real
258,21,222,201,Real
259,14,214,200,Target
260,14,214,200,Real
261,44,242,198,Real
262,10,211,201,Real
263,13,213,200,Real
264,11,212,201,Real
265,33,233,200,Real
266,24,225,201,Real
267,8,209,201,Real
268,17,4038,4021,Fake
269,12,213,201,Real
270,10,211,201,Real
271,79,275,196,Real
272,51,251,200,Real
273,15,4038,4023,Fake
274,20,221,201,Real
275,16,4038,4022,Fake
276,24,222,198,Real
277,71,269,198,Real
278,16,217,201,Real
279,8,209,201,Real
280,49,248,199,Real
281,22,223,201,Real
282,8,209,201,Real
283,11,212,201,Real
284,22,223,201,Target
285,53,252,199,Real
286,8,209,201,Real
287,7,208,201,Real
288,10,211,201,Real
289,10,210,200,Real
290,20,221,201,Target
291,42,239,197,Real
292,7,208,201,Real
293,9,210,201,Real
294,9,4038,4029,Fake
295,16,216,200,Real
296,13,213,200,Real
297,31,231,200,Real
298,17,216,199,Real
299,26,226,200,Real
300,13,214,201,Real
301,9,210,201,Real
302,26,227,201,Real
303,27,228,201,Real
304,61,260,199,Real
305,8,209,201,Real
306,15,213,198,Target
307,10,211,201,Real
308,30,230,200,Real
309,16,217,201,Real
310,19,220,201,Real
311,13,214,201,Real
312,32,232,200,Target
313,43,242,199,Real
314,19,220,201,Real
315,62,259,197,Target
316,8,209,201,Target
317,13,214,201,Real
318,17,217,200,Real
319,14,214,200,Real
320,27,228,201,Real
321,9,210,201,Real
322,78,274,196,Real
323,45,243,198,Real
324,32,232,200,Real
325,45,244,199,Real
326,25,225,200,Real
327,10,211,201,Real
328,15,213,198,Real
329,36,236,200,Real
330,22,223,201,Real
331,26,227,201,Real
332,49,247,198,Real
333,14,214,200,Real
334,34,233,199,Real
335,7,208,201,Real
336,9,210,201,Real
337,15,216,201,Real
338,13,214,201,Real
339,33,4038,4005,Fake
340,12,212,200,Real
341,18,218,200,Real
342,40,241,201,Real
343,24,224,200,Real
344,15,216,201,Real
345,22,223,201,Real
346,33,233,200,Real
347,13,213,200,Real
348,235,428,193,Real
349,11,212,201,Real
350,27,228,201,Real
351,11,212,201,Real
352,29,229,200,Real
353,108,300,192,Real
354,32,233,201,Real
355,45,245,200,Real
356,9,210,201,Real
357,24,224,200,Real
358,7,208,201,Real
359,32,232,200,Real
360,49,249,200,Real
361,29,229,200,Real
362,25,224,199,Real
363,102,297,195,Real
364,15,216,201,Target
365,12,213,201,Target
366,103,295,192,Real
367,38,238,200,Target
368,40,238,198,Real
369,32,233,201,Real
370,77,276,199,Real
371,11,212,201,Real
372,23,222,199,Real
373,100,297,197,Real
374,74,272,198,Target
375,23,223,200,Real
376,139,335,196,Real
377,8,209,201,Real
378,68,267,199,Real
379,8,209,201,Real
380,17,217,200,Real
381,18,219,201,Real
382,18,219,201,Real
383,9,210,201,Real
384,10,211,201,Real
385,14,215,201,Real
386,9,210,201,Target
387,42,242,200,Real
388,44,243,199,Real
389,54,254,200,Real
390,12,212,200,Real
391,67,266,199,Real
392,45,243,198,Real
393,13,214,201,Real
394,42,241,199,Target
395,83,281,198,Real
396,33,233,200,Real
397,53,254,201,Real
398,39,237,198,Real
399,14,215,201,Real
400,79,277,198,Real
401,8,209,201,Target
402,63,261,198,Real
403,26,226,200,Real
404,57,254,197,Real
405,17,218,201,Real
406,10,211,201,Real
407,21,222,201,Real
408,61,258,197,Real
409,40,239,199,Real
410,21,221,200,Real
411,9,210,201,Real
412,105,302,197,Real
413,23,224,201,Real
414,165,361,196,Real
415,32,232,200,Real
416,27,228,201,Real
417,68,266,198,Target
418,29,229,200,Real
419,63,259,196,Real
420,40,241,201,Real
421,31,231,200,Real
422,66,266,200,Real
423,63,259,196,Target
424,23,223,200,Real
425,25,226,201,Real
426,24,225,201,Real
427,15,216,201,Real
428,121,313,192,Real
429,16,4038,4022,Fake
430,44,243,199,Real
431,77,274,197,Real
432,61,260,199,Real
433,16,217,201,Real
434,39,238,199,Real
435,16,217,201,Real
436,66,264,198,Real
437,16,217,201,Real
438,77,275,198,Real
439,49,249,200,Real
440,20,221,201,Real
441,14,215,201,Real
442,18,218,200,Target
443,8,209,201,Real
444,53,252,199,Real
445,33,233,200,Real
446,24,224,200,Real
447,7,208,201,Real
448,9,210,201,Real
449,16,217,201,Real
450,28,228,200,Real
451,31,232,201,Real
452,48,247,199,Real
453,11,212,201,Real
454,9,210,201,Real
455,43,243,200,Real
456,67,267,200,Real
457,26,226,200,Real
458,32,232,200,Real
459,16,217,201,Target
460,72,269,197,Real
461,59,257,198,Real
462,25,225,200,Real
463,49,248,199,Real
464,11,212,201,Real
465,84,281,197,Target
466,15,215,200,Real
467,10,211,201,Real
468,8,209,201,Real
469,28,228,200,Real
470,22,223,201,Real
471,37,236,199,Real
472,11,212,201,Real
473,38,238,200,Real
474,26,226,200,Real
475,128,4038,3910,Fake
476,12,213,201,Real
477,18,219,201,Real
478,14,215,201,Real
479,43,242,199,Real
480,13,214,201,Real
481,33,232,199,Real
482,40,240,200,Real
483,237,425,188,Target
484,113,303,190,Real
485,11,212,201,Real
486,22,222,200,Real
487,39,238,199,Real
488,34,233,199,Real
489,30,230,200,Real
490,19,219,200,Real
491,17,217,200,Real
492,71,268,197,Real
493,62,259,197,Real
494,29,227,198,Real
495,29,229,200,Real
496,46,246,200,Real
497,89,286,197,Real
498,12,213,201,Real
499,9,210,201,Real
500,89,288,199,Real
501,14,215,201,Real
502,17,217,200,Real
503,64,262,198,Real
504,49,249,200,Real
505,19,4038,4019,Fake
506,78,276,198,Real
507,71,269,198,Real
508,22,223,201,Real
509,21,221,200,Real
510,32,233,201,Real
511,36,235,199,Real
512,35,233,198,Real
513,95,293,198,Real
514,70,269,199,Real
515,67,266,199,Real
516,26,226,200,Real
517,110,304,194,Real
518,25,226,201,Real
519,31,231,200,Real
520,56,257,201,Real
521,21,221,200,Real
522,17,217,200,Real
523,49,249,200,Real
524,70,268,198,Real
525,75,272,197,Real
526,104,4038,3934,Fake
527,52,251,199,Real
528,19,220,201,Real
529,15,215,200,Real
530,10,211,201,Real
531,46,245,199,Real
532,16,217,201,Real
533,12,213,201,Real
534,14,215,201,Real
535,18,219,201,Real
536,28,4038,4010,Fake
537,46,245,199,Real
538,93,286,193,Real
539,28,227,199,Target
540,14,213,199,Real
541,16,217,201,Real
542,64,261,197,Target
543,27,227,200,Real
544,73,272,199,Real
545,52,249,197,Real
546,36,236,200,Real
547,38,238,200,Real
548,38,238,200,Real
549,13,214,201,Real
550,7,208,201,Real
551,23,223,200,Real
552,10,211,201,Real
553,91,286,195,Real
554,24,224,200,Real
555,44,244,200,Real
556,54,253,199,Real
557,43,243,200,Real
558,26,4038,4012,Fake
559,89,4038,3949,Fake
560,36,4038,4002,Fake
561,87,282,195,Real
562,11,212,201,Real
563,97,297,200,Real
564,15,216,201,Real
565,26,225,199,Real
566,91,285,194,Real
567,69,267,198,Real
568,18,219,201,Real
569,21,222,201,Real
570,41,241,200,Real
571,9,210,201,Real
572,10,211,201,Real
573,38,238,200,Real
574,17,218,201,Real
575,18,219,201,Real
576,20,221,201,Real
577,28,229,201,Real
578,30,231,201,Real
579,45,245,200,Real
580,90,285,195,Real
581,8,209,201,Real
582,27,228,201,Real
583,31,232,201,Real
584,21,222,201,Real
585,7,208,201,Real
586,13,214,201,Real
587,16,217,201,Real
588,20,220,200,Real
589,27,228,201,Real
590,20,220,200,Real
591,52,250,198,Real
592,47,247,200,Real
593,11,212,201,Real
594,14,214,200,Real
595,25,226,201,Real
596,52,251,199,Real
597,28,228,200,Real
598,22,223,201,Real
599,29,230,201,Real
600,30,231,201,Real
601,31,231,200,Real
602,7,208,201,Real
603,24,224,200,Real
604,41,238,197,Real
605,24,224,200,Real
606,97,4038,3941,Fake
607,7,208,201,Real
608,7,208,201,Real
609,36,236,200,Real
610,11,212,201,Real
611,22,223,201,Real
612,21,222,201,Real
613,7,208,201,Real
614,38,237,199,Real
615,30,231,201,Real
616,25,226,201,Real
617,31,231,200,Real
618,30,231,201,Target
619,32,232,200,Target
620,26,226,200,Real
621,13,214,201,Real
622,19,220,201,Real
623,23,224,201,Real
624,7,208,201,Real
625,27,227,200,Real
626,20,220,200,Real
627,30,231,201,Real
628,18,219,201,Real
629,17,218,201,Real
630,45,245,200,Real
631,17,218,201,Real
632,28,229,201,Real
633,21,221,200,Real
634,22,223,201,Real
635,28,229,201,Real
636,31,231,200,Real
637,121,313,192,Real
638,7,208,201,Real
639,17,218,201,Real
640,29,230,201,Real
641,72,268,196,Real
642,8,209,201,Real
643,30,231,201,Real
644,31,4038,4007,Fake
645,35,235,200,Real
646,19,220,201,Real
647,25,226,201,Real
648,8,209,201,Target
649,11,212,201,Real
650,28,229,201,Real
651,79,276,197,Real
652,10,211,201,Real
653,34,235,201,Real
654,39,239,200,Real
655,12,213,201,Real
656,9,210,201,Real
657,13,214,201,Real
658,30,231,201,Real
659,30,231,201,Real
660,9,210,201,Real
661,30,231,201,Real
662,30,231,201,Real
663,15,216,201,Real
664,23,223,200,Real
665,24,225,201,Real
666,24,224,200,Real
667,9,210,201,Real
668,7,208,201,Real
669,40,239,199,Real
670,29,230,201,Real
671,11,212,201,Real
672,14,215,201,Real
673,10,211,201,Real
674,7,208,201,Real
675,29,230,201,Real
676,24,223,199,Real
677,28,229,201,Real
678,32,233,201,Real
679,13,214,201,Real
680,33,233,200,Real
681,29,230,201,Real
682,19,220,201,Real
683,39,239,200,Real
684,26,227,201,Real
685,23,224,201,Real
686,176,372,196,Real
687,34,234,200,Real
688,51,252,201,Real
689,14,215,201,Real
690,15,216,201,Target
691,12,213,201,Real
692,7,208,201,Real
693,20,4038,4018,Fake
694,60,260,200,Real
695,47,247,200,Real
696,37,237,200,Real
697,58,257,199,Real
698,74,272,198,Real
699,8,209,201,Real
700,13,213,200,Real
701,27,228,201,Real
702,14,215,201,Target
703,49,248,199,Real
704,11,212,201,Real
705,75,274,199,Real
706,24,225,201,Real
707,16,217,201,Real
708,35,236,201,Real
709,23,4038,4015,Fake
710,14,215,201,Real
711,26,226,200,Real
712,19,220,201,Real
713,77,277,200,Real
714,20,221,201,Real
715,16,217,201,Real
716,18,218,200,Real
717,10,211,201,Real
718,36,237,201,Real
719,70,271,201,Real
720,24,225,201,Real
721,11,212,201,Real
722,20,221,201,Real
723,18,219,201,Real
724,53,253,200,Real
725,14,215,201,Target
726,42,242,200,Real
727,32,233,201,Real
728,44,244,200,Real
729,19,219,200,Real
730,21,222,201,Real
731,32,233,201,Target
732,20,221,201,Real
733,14,214,200,Real
734,29,229,200,Real
735,11,212,201,Real
736,20,221,201,Real
737,22,223,201,Real
738,31,231,200,Real
739,35,234,199,Target
740,14,215,201,Real
741,23,223,200,Real
742,18,219,201,Real
743,9,210,201,Real
744,8,209,201,Real
745,63,263,200,Target
746,15,216,201,Real
747,63,263,200,Real
748,25,226,201,Real
749,8,209,201,Real
750,8,209,201,Real
751,18,218,200,Real
752,44,245,201,Target
753,19,220,201,Real
754,36,236,200,Real
755,25,226,201,Real
756,16,217,201,Real
757,10,210,200,Real
758,26,227,201,Real
759,16,217,201,Real
760,36,237,201,Real
761,14,215,201,Real
762,19,220,201,Real
763,20,221,201,Real
764,34,234,200,Real
765,20,220,200,Real
766,41,242,201,Real
767,14,215,201,Real
768,20,221,201,Real
769,21,222,201,Real
770,33,234,201,Real
771,21,222,201,Real
772,24,225,201,Real
773,42,243,201,Real
774,43,243,200,Real
775,8,4038,4030,Fake
776,15,216,201,Real
777,24,224,200,Real
778,22,222,200,Target
779,24,224,200,Real
780,40,241,201,Real
781,58,259,201,Real
782,19,220,201,Real
783,24,225,201,Real
784,46,246,200,Real
785,9,210,201,Real
786,15,216,201,Real
787,35,236,201,Real
788,10,211,201,Real
789,19,220,201,Real
790,10,211,201,Real
791,13,214,201,Real
792,29,229,200,Real
793,26,227,201,Real
794,20,220,200,Real
795,24,4038,4014,Fake
796,13,214,201,Real
797,32,233,201,Real
798,13,214,201,Real
799,18,219,201,Real
800,43,244,201,Real
801,7,208,201,Real
802,11,212,201,Real
803,26,227,201,Real
804,22,222,200,Real
805,72,271,199,Real
806,21,222,201,Real
807,26,4038,4012,Fake
808,15,216,201,Real
809,24,225,201,Real
810,38,239,201,Real
811,15,216,201,Real
812,14,215,201,Real
813,16,216,200,Real
814,32,233,201,Target
815,45,246,201,Real
816,15,216,201,Real
817,30,231,201,Real
818,22,223,201,Real
819,43,242,199,Real
820,44,244,200,Real
821,15,216,201,Real
822,21,222,201,Real
823,62,260,198,Real
824,64,263,199,Real
825,12,213,201,Real
826,17,218,201,Real
827,51,252,201,Real
828,85,283,198,Real
829,40,240,200,Real
830,61,261,200,Real
831,21,222,201,Real
832,10,211,201,Real
833,21,222,201,Real
834,49,249,200,Real
835,26,226,200,Real
836,18,219,201,Real
837,19,219,200,Real
838,28,227,199,Real
839,21,222,201,Real
840,33,233,200,Real
841,8,209,201,Real
842,43,243,200,Real
843,19,218,199,Real
844,20,220,200,Real
845,29,230,201,Real
846,12,213,201,Real
847,33,234,201,Real
848,27,227,200,Real
849,36,237,201,Real
850,16,217,201,Real
851,10,211,201,Real
852,10,211,201,Real
853,50,250,200,Real
854,9,210,201,Real
855,10,211,201,Real
856,45,244,199,Real
857,18,218,200,Real
858,11,4038,4027,Fake
859,8,209,201,Real
860,8,209,201,Real
861,16,217,201,Real
862,30,230,200,Real
863,17,217,200,Real
864,11,212,201,Real
865,10,211,201,Real
866,11,212,201,Real
867,14,215,201,Real
868,10,211,201,Real
869,13,214,201,Real
870,13,213,200,Real
871,13,213,200,Real
872,13,214,201,Real
873,12,213,201,Real
874,13,214,201,Real
875,7,208,201,Real
876,17,217,200,Real
877,10,211,201,Real
878,16,217,201,Real
879,12,213,201,Real
880,14,215,201,Real
881,13,213,200,Real
882,14,4038,4024,Fake
883,7,208,201,Real
884,10,211,201,Real
885,15,216,201,Real
886,14,214,200,Real
887,12,213,201,Real
888,15,216,201,Real
889,19,219,200,Real
890,13,214,201,Real
891,7,208,201,Real
892,7,208,201,Real
893,10,211,201,Real
894,10,211,201,Real
895,12,212,200,Real
896,132,324,192,Real
897,72,273,201,Real
898,44,244,200,Real
899,9,210,201,Real
900,19,220,201,Real
901,40,240,200,Real
902,52,252,200,Real
903,40,240,200,Real
904,9,210,201,Real
905,23,221,198,Real
906,84,279,195,Real
907,19,218,199,Real
908,38,238,200,Real
909,18,218,200,Real
910,11,212,201,Real
911,7,208,201,Real
912,15,216,201,Real
913,50,4038,3988,Fake
914,22,221,199,Real
915,41,237,196,Real
916,153,349,196,Real
917,136,332,196,Real
918,7,208,201,Real
919,35,235,200,Real
920,19,219,200,Real
921,112,306,194,Real
922,36,236,200,Real
923,14,215,201,Real
924,51,247,196,Real
925,173,366,193,Real
926,27,228,201,Real
927,81,280,199,Real
928,15,216,201,Real
929,11,212,201,Real
930,58,255,197,Real
931,21,222,201,Real
932,69,269,200,Real
933,31,231,200,Real
934,88,282,194,Real
935,13,213,200,Real
936,43,241,198,Target
937,13,213,200,Real
938,35,235,200,Real
939,23,224,201,Real
940,23,4038,4015,Fake
941,60,259,199,Real
942,71,268,197,Real
943,18,218,200,Real
944,43,244,201,Real
945,10,4038,4028,Fake
946,172,364,192,Real
947,121,316,195,Real
948,44,243,199,Real
949,29,229,200,Real
950,16,217,201,Real
951,26,4038,4012,Fake
952,90,285,195,Real
953,115,313,198,Real
954,61,258,197,Real
955,16,217,201,Real
956,16,4038,4022,Fake
957,71,268,197,Real
958,30,230,200,Real
959,52,252,200,Real
960,109,304,195,Real
961,19,220,201,Real
962,33,232,199,Real
963,39,238,199,Real
964,32,233,201,Real
965,22,221,199,Real
966,121,314,193,Real
967,113,310,197,Real
968,46,242,196,Real
969,38,238,200,Real
970,21,222,201,Real
971,40,239,199,Real
972,27,228,201,Real
973,24,224,200,Real
974,17,218,201,Real
975,60,258,198,Real
976,30,231,201,Real
977,32,232,200,Real
978,110,304,194,Real
979,16,215,199,Real
980,134,325,191,Target
981,53,252,199,Real
982,74,270,196,Real
983,68,264,196,Real
984,48,247,199,Real
985,13,213,200,Real
986,17,217,200,Target
987,12,212,200,Real
988,47,247,200,Target
989,41,241,200,Real
990,35,236,201,Real
991,25,226,201,Real
992,37,237,200,Real
993,160,351,191,Real
994,33,232,199,Target
995,72,271,199,Real
996,10,211,201,Real
997,102,303,201,Real
998,15,216,201,Real
999,83,277,194,Real
1000,22,222,200,Real
1001,45,242,197,Real
1002,10,211,201,Real
1003,101,299,198,Real
1004,126,318,192,Real
1005,20,221,201,Real
1006,148,341,193,Real
1007,22,223,201,Real
1008,14,215,201,Real
1009,63,260,197,Real
1010,42,240,198,Real
1011,38,239,201,Real
1012,38,235,197,Real
1013,18,218,200,Real
1014,105,301,196,Real
1015,42,240,198,Real
1016,15,214,199,Real
1017,155,345,190,Real
1018,57,254,197,Real
1019,64,261,197,Real
1020,64,262,198,Real
1021,67,261,194,Real
1022,10,211,201,Real
1023,15,216,201,Real
1024,91,284,193,Real
1025,35,235,200,Real
1026,86,281,195,Real
1027,9,210,201,Real
1028,73,4038,3965,Fake
1029,85,285,200,Real
1030,17,218,201,Real
1031,10,211,201,Real
1032,85,283,198,Real
1033,23,223,200,Real
1034,9,210,201,Real
1035,32,232,200,Real
1036,64,262,198,Real
1037,43,243,200,Real
1038,11,212,201,Real
1039,33,234,201,Real
1040,73,271,198,Real
1041,54,255,201,Real
1042,21,222,201,Real
1043,18,218,200,Real
1044,34,235,201,Real
1045,18,219,201,Real
1046,9,210,201,Real
1047,71,270,199,Real
1048,112,311,199,Target
1049,88,285,197,Real
1050,17,216,199,Real
1051,52,252,200,Real
1052,69,264,195,Real
1053,14,215,201,Real
1054,60,258,198,Real
1055,20,218,198,Real
1056,71,271,200,Real
1057,11,212,201,Real
1058,13,213,200,Real
1059,171,361,190,Real
1060,57,254,197,Real
1061,16,217,201,Real
1062,28,228,200,Real
1063,28,229,201,Real
1064,33,233,200,Real
1065,8,209,201,Real
1066,74,272,198,Real
1067,82,279,197,Real
1068,55,254,199,Real
1069,27,228,201,Real
1070,84,281,197,Real
1071,9,4038,4029,Fake
1072,32,233,201,Real
1073,16,217,201,Real
1074,69,267,198,Real
1075,86,283,197,Real
1076,148,343,195,Real
1077,21,222,201,Real
1078,189,4038,3849,Fake
1079,129,321,192,Real
1080,66,264,198,Real
1081,36,236,200,Real
1082,63,262,199,Real
1083,112,307,195,Target
1084,21,222,201,Real
1085,72,272,200,Real
1086,211,399,188,Real
1087,13,214,201,Real
1088,20,221,201,Real
1089,20,221,201,Real
1090,19,219,200,Real
1091,26,226,200,Real
1092,56,253,197,Real
1093,15,215,200,Real
1094,17,218,201,Target
1095,30,231,201,Real
1096,7,208,201,Real
1097,42,242,200,Real
1098,29,230,201,Real
1099,62,260,198,Real
1100,70,265,195,Real
1101,129,323,194,Real
1102,57,255,198,Real
1103,14,214,200,Real
1104,115,309,194,Real
1105,10,211,201,Real
1106,33,4038,4005,Fake
1107,147,340,193,Real
1108,49,248,199,Real
1109,44,242,198,Real
1110,76,274,198,Real
1111,15,216,201,Real
1112,60,260,200,Real
1113,53,252,199,Real
1114,44,4038,3994,Fake
1115,42,243,201,Real
1116,35,236,201,Real
1117,128,322,194,Target
1118,41,241,200,Real
1119,7,208,201,Real
1120,57,256,199,Target
1121,30,230,200,Real
1122,55,250,195,Real
1123,77,274,197,Real
1124,136,330,194,Real
1125,123,315,192,Real
1126,204,394,190,Real
1127,27,227,200,Real
1128,104,4038,3934,Fake
1129,66,264,198,Real
1130,72,269,197,Real
1131,38,236,198,Real
1132,148,342,194,Real
1133,12,213,201,Real
1134,17,218,201,Real
1135,74,270,196,Real
1136,39,240,201,Real
1137,35,236,201,Real
1138,20,219,199,Real
1139,30,230,200,Real
1140,15,216,201,Real
1141,24,223,199,Real
1142,39,238,199,Real
1143,20,218,198,Real
1144,27,228,201,Real
1145,7,208,201,Real
1146,153,345,192,Real
1147,11,210,199,Real
1148,71,269,198,Real
1149,108,301,193,Real
1150,20,221,201,Real
1151,12,212,200,Real
1152,23,224,201,Real
1153,145,339,194,Real
1154,15,216,201,Real
1155,51,4038,3987,Fake
1156,105,302,197,Real
1157,11,4038,4027,Fake
1158,72,269,197,Target
1159,67,264,197,Real
1160,94,293,199,Real
1161,25,225,200,Real
1162,14,215,201,Real
1163,106,299,193,Real
1164,33,231,198,Real
1165,32,233,201,Real
1166,63,262,199,Real
1167,34,234,200,Real
1168,12,213,201,Real
1169,25,226,201,Real
1170,42,240,198,Real
1171,30,229,199,Real
1172,119,312,193,Real
1173,121,320,199,Real
1174,24,225,201,Real
1175,138,334,196,Real
1176,8,209,201,Real
1177,21,220,199,Real
1178,19,220,201,Real
1179,51,247,196,Real
1180,51,251,200,Real
1181,95,289,194,Real
1182,72,270,198,Real
1183,40,239,199,Real
1184,164,356,192,Real
1185,162,354,192,Real
1186,23,224,201,Real
1187,26,227,201,Real
1188,38,4038,4000,Fake
1189,44,244,200,Real
1190,45,244,199,Real
1191,116,312,196,Real
1192,103,296,193,Real
1193,15,215,200,Real
1194,10,211,201,Real
1195,55,255,200,Real
1196,32,232,200,Real
1197,21,221,200,Real
1198,89,286,197,Real
1199,223,414,191,Real
1200,10,211,201,Real
1201,64,264,200,Real
1202,15,215,200,Real
1203,14,4038,4024,Fake
1204,113,308,195,Real
1205,108,306,198,Real
1206,7,208,201,Real
1207,78,277,199,Real
1208,9,210,201,Real
1209,82,280,198,Real
1210,46,243,197,Real
1211,179,371,192,Target
1212,32,232,200,Real
1213,26,227,201,Real
1214,120,317,197,Real
1215,49,4038,3989,Fake
1216,42,242,200,Real
1217,53,249,196,Real
1218,17,216,199,Real
1219,60,255,195,Real
1220,15,216,201,Real
1221,77,272,195,Real
1222,148,340,192,Real
1223,28,228,200,Target
1224,8,209,201,Real
1225,36,236,200,Real
1226,41,240,199,Real
1227,90,286,196,Real
1228,29,227,198,Real
1229,53,4038,3985,Fake
